url,product
https://images-na.ssl-images-amazon.com/images/I/41h-cuxge3L.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/412CxCFLStL.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/41fFnf6YBmL.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/411V15FIdgL.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/41dut0NmTQL.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/41u0vlY202L.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/41Lk7VnpzAL.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/41XeTdLVZBL.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/51Ylm5e%2BV2L.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/41a9TS5kd5L.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/31jC40wyYFL.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/41h-cuxge3L.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/412CxCFLStL.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/41fFnf6YBmL.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/411V15FIdgL.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/41dut0NmTQL.jpg,B00009W3I4
https://images-na.ssl-images-amazon.com/images/I/41u0vlY202L.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/41Lk7VnpzAL.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/41XeTdLVZBL.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/51Ylm5e%2BV2L.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/41a9TS5kd5L.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/31jC40wyYFL.jpg,B00009W3PA
https://images-na.ssl-images-amazon.com/images/I/41HEDgikEtL.jpg,B0006GVNOA
https://images-na.ssl-images-amazon.com/images/I/41HdTwSDJ%2BL.jpg,B0006GVNOA
https://images-na.ssl-images-amazon.com/images/I/31NdzyMPlLL.jpg,B0006GVNOA
https://images-na.ssl-images-amazon.com/images/I/21WLxfOaElL.jpg,B0006GVNOA
https://images-na.ssl-images-amazon.com/images/I/31vUQavK6vL.jpg,B0006GVNOA
https://images-na.ssl-images-amazon.com/images/I/41ljWOORN0L.jpg,B0006GVNOA
https://images-na.ssl-images-amazon.com/images/I/61bBtqcrKTL.jpg,B0009GVYNW
https://images-na.ssl-images-amazon.com/images/I/51e5r3DUbOL.jpg,B0009GVYNW
https://images-na.ssl-images-amazon.com/images/I/61jxpuSilsL.jpg,B0009GVYNW
https://images-na.ssl-images-amazon.com/images/I/51fglbTlDIL.jpg,B0009GVYNW
https://images-na.ssl-images-amazon.com/images/I/41MgtRw3%2BpL.jpg,B0009GVYNW
https://images-na.ssl-images-amazon.com/images/I/51ZizdlqHbL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/51UmfptkbhL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/61QFT4sKiCL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/51uofTmW%2BFL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/41fxOanvzeL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/41zSqV9HngL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/41exsvcsNPL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/411s3T96UsL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/41uxwE5FJBL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/51TiXf%2BmtlL.jpg,B000N6302Q
https://images-na.ssl-images-amazon.com/images/I/31NSj2bBBHL.jpg,B000VLI74Y
https://images-na.ssl-images-amazon.com/images/I/51djYrbXYfL.jpg,B000W3P4AQ
https://images-na.ssl-images-amazon.com/images/I/51DuTVQwnRL.jpg,B000XTJRRA
https://images-na.ssl-images-amazon.com/images/I/51RqbB1QQPL.jpg,B000XTJRRA
https://images-na.ssl-images-amazon.com/images/I/51CITrHAfyL.jpg,B000XTJRRA
https://images-na.ssl-images-amazon.com/images/I/51zR6VsVGXL.jpg,B000XTJRRA
https://images-na.ssl-images-amazon.com/images/I/51Lt2Zy5qyL.jpg,B000XTJRRA
https://images-na.ssl-images-amazon.com/images/I/41egvQ8OdlL.jpg,B00126NABC
https://images-na.ssl-images-amazon.com/images/I/419PKJIUvSL.jpg,B00149JVOC
https://images-na.ssl-images-amazon.com/images/I/41xwo%2BKdhkL.jpg,B00149JVOC
https://images-na.ssl-images-amazon.com/images/I/31%2BB6X-ixyL.jpg,B00149JVOC
https://images-na.ssl-images-amazon.com/images/I/41gXAMYAJ2L.jpg,B00149JVOC
https://images-na.ssl-images-amazon.com/images/I/31WqywlXwEL.jpg,B00149JVOC
https://images-na.ssl-images-amazon.com/images/I/41HdTwSDJ%2BL.jpg,B0014CN8Y8
https://images-na.ssl-images-amazon.com/images/I/31NdzyMPlLL.jpg,B0014CN8Y8
https://images-na.ssl-images-amazon.com/images/I/21WLxfOaElL.jpg,B0014CN8Y8
